person_id,source_person_id,user_id,name,email,phone,skills,text,willingness_eff,willingness_bias,availability,home_location,availability_status
VOL-007-08,VOL-007,vol-kavya-uuid-08,Kavya Patel 08,kavya+08@test.com,9000000608,road repair;masonry;culvert repair;drainage design and de-silting,"Handles drainage repair, masonry, culvert repair, and road patching for civic works. Variant 08 helps with reporting, coordination, and resident communication. Based in Riverbend and available for rarely available work.",0.62,0.58,rarely available,Riverbend,busy
VOL-007-09,VOL-007,vol-kavya-uuid-09,Kavya Patel 09,kavya+09@test.com,9000000609,road repair;masonry;culvert repair;drainage design and de-silting;culvert and causeway design,"Handles drainage repair, masonry, culvert repair, and road patching for civic works. Variant 09 works across village sites with a strong field orientation. Based in Sundarpur and available for immediately available work.",0.65,0.6,immediately available,Sundarpur,available
VOL-007-10,VOL-007,vol-kavya-uuid-10,Kavya Patel 10,kavya+10@test.com,9000000610,road repair;masonry;culvert repair;drainage design and de-silting;rural road maintenance and culvert repair,"Handles drainage repair, masonry, culvert repair, and road patching for civic works. Variant 10 covers follow-up visits, documentation, and on-ground support. Based in Nirmalgaon and available for generally available work.",0.68,0.62,generally available,Nirmalgaon,available
VOL-007-11,VOL-007,vol-kavya-uuid-11,Kavya Patel 11,kavya+11@test.com,9000000611,road repair;masonry;culvert repair;drainage design and de-silting,"Handles drainage repair, masonry, culvert repair, and road patching for civic works. Variant 11 coordinates practical field work and supports the local team. Based in Lakshmipur and available for rarely available work.",0.71,0.64,rarely available,Lakshmipur,busy
VOL-008,VOL-008,vol-bharat-uuid,Bharat Singh,bharat@test.com,8901234567,agriculture;drip and sprinkler irrigation setup;watershed management;soil testing,"Works on irrigation setup, watershed management, soil testing, and agriculture advisory visits.",0.69,0.48,rarely available,Sundarpur,busy
VOL-008-01,VOL-008,vol-bharat-uuid-01,Bharat Singh 01,bharat+01@test.com,9000000701,agriculture;drip and sprinkler irrigation setup;watershed management;soil testing,"Works on irrigation setup, watershed management, soil testing, and agriculture advisory visits. Variant 01 coordinates practical field work and supports the local team. Based in Devnagar and available for rarely available work.",0.79,0.49,rarely available,Devnagar,busy
VOL-008-02,VOL-008,vol-bharat-uuid-02,Bharat Singh 02,bharat+02@test.com,9000000702,agriculture;drip and sprinkler irrigation setup;watershed management;soil testing;soil testing and fertility management,"Works on irrigation setup, watershed management, soil testing, and agriculture advisory visits. Variant 02 focuses on rapid response and reliable handover. Based in Riverbend and available for immediately available work.",0.82,0.51,immediately available,Riverbend,available
VOL-008-03,VOL-008,vol-bharat-uuid-03,Bharat Singh 03,bharat+03@test.com,9000000703,agriculture;drip and sprinkler irrigation setup;watershed management;soil testing,"Works on irrigation setup, watershed management, soil testing, and agriculture advisory visits. Variant 03 helps with reporting, coordination, and resident communication. Based in Sundarpur and available for generally available work.",0.85,0.53,generally available,Sundarpur,available
VOL-008-04,VOL-008,vol-bharat-uuid-04,Bharat Singh 04,bharat+04@test.com,9000000704,agriculture;drip and sprinkler irrigation setup;watershed management;soil testing,"Works on irrigation setup, watershed management, soil testing, and agriculture advisory visits. Variant 04 works across village sites with a strong field orientation. Based in Nirmalgaon and available for rarely available work.",0.88,0.55,rarely available,Nirmalgaon,busy
VOL-008-05,VOL-008,vol-bharat-uuid-05,Bharat Singh 05,bharat+05@test.com,9000000705,agriculture;drip and sprinkler irrigation setup;watershed management;soil testing;soil testing and fertility management,"Works on irrigation setup, watershed management, soil testing, and agriculture advisory visits. Variant 05 covers follow-up visits, documentation, and on-ground support. Based in Lakshmipur and available for immediately available work.",0.6,0.57,immediately available,Lakshmipur,available
VOL-008-06,VOL-008,vol-bharat-uuid-06,Bharat Singh 06,bharat+06@test.com,9000000706,agriculture;drip and sprinkler irrigation setup;watershed management;soil testing,"Works on irrigation setup, watershed management, soil testing, and agriculture advisory visits. Variant 06 coordinates practical field work and supports the local team. Based in Devnagar and available for generally available work.",0.63,0.59,generally available,Devnagar,available
VOL-008-07,VOL-008,vol-bharat-uuid-07,Bharat Singh 07,bharat+07@test.com,9000000707,agriculture;drip and sprinkler irrigation setup;watershed management;soil testing,"Works on irrigation setup, watershed management, soil testing, and agriculture advisory visits. Variant 07 focuses on rapid response and reliable handover. Based in Riverbend and available for rarely available work.",0.66,0.61,rarely available,Riverbend,busy
VOL-008-08,VOL-008,vol-bharat-uuid-08,Bharat Singh 08,bharat+08@test.com,9000000708,agriculture;drip and sprinkler irrigation setup;watershed management;soil testing;soil testing and fertility management,"Works on irrigation setup, watershed management, soil testing, and agriculture advisory visits. Variant 08 helps with reporting, coordination, and resident communication. Based in Sundarpur and available for immediately available work.",0.69,0.63,immediately available,Sundarpur,available
VOL-008-09,VOL-008,vol-bharat-uuid-09,Bharat Singh 09,bharat+09@test.com,9000000709,agriculture;drip and sprinkler irrigation setup;watershed management;soil testing,"Works on irrigation setup, watershed management, soil testing, and agriculture advisory visits. Variant 09 works across village sites with a strong field orientation. Based in Nirmalgaon and available for generally available work.",0.72,0.65,generally available,Nirmalgaon,available
VOL-008-10,VOL-008,vol-bharat-uuid-10,Bharat Singh 10,bharat+10@test.com,9000000710,agriculture;drip and sprinkler irrigation setup;watershed management;soil testing,"Works on irrigation setup, watershed management, soil testing, and agriculture advisory visits. Variant 10 covers follow-up visits, documentation, and on-ground support. Based in Lakshmipur and available for rarely available work.",0.75,0.67,rarely available,Lakshmipur,busy
VOL-008-11,VOL-008,vol-bharat-uuid-11,Bharat Singh 11,bharat+11@test.com,9000000711,agriculture;drip and sprinkler irrigation setup;watershed management;soil testing;soil testing and fertility management,"Works on irrigation setup, watershed management, soil testing, and agriculture advisory visits. Variant 11 coordinates practical field work and supports the local team. Based in Devnagar and available for immediately available work.",0.78,0.69,immediately available,Devnagar,available
